" NLC"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits"," Interchanges"
1524,11420,34239,31869,77529,15918,34307,31869,82093,159622,
8838,9,21,0,30,8,21,0,29,59,
5391,35043,47738,158941,241722,32314,47912,158941,239167,480889,
2141,5394,1179,629,7202,6092,1200,629,7921,15122,
5967,5673,6195,1567,13435,5662,6209,1567,13438,26872,29684
2938,21488,44064,15635,81187,17059,46776,15635,79470,160656,
1342,22792,16033,6109,44934,23518,16637,6109,46264,91197,
2440,2395,2183,7260,11838,2391,2183,7260,11834,23672,
5597,210272,139724,324710,674706,67353,133522,324710,525585,1200290,
5426,4812404,8267502,16890012,29969918,5358248,8350529,16890012,30598789,60568707,3585701
5676,51462,66730,55720,173912,51833,66622,55720,174175,348086,21176
5392,29414,25759,102239,157412,28219,25932,102239,156390,313803,
5231,22265,49163,120488,191916,20887,53862,120488,195237,387153,
6268,12184,2324,37855,52363,13764,2353,37855,53972,106334,
8584,114,106,5,225,170,127,5,302,527,43164
8591,273126,355252,44357,672735,292029,354728,44357,691114,1363849,121612
2612,18227,29113,9328,56668,16124,31149,9328,56601,113268,
2154,48597,70625,705,119927,54436,78659,705,133800,253726,
2265,42093,57280,1146,100519,36945,46223,1146,84314,184832,
5394,115222,140004,385685,640911,101278,140430,385685,627394,1268305,
9365,20059,8027,11184,39270,24560,8023,11184,43767,83036,
5041,21820,25835,54297,101952,23191,25992,54297,103480,205431,
1216,88542,163550,5122,257214,88681,163615,5122,257418,514632,7898
2665,23017,16145,9610,48772,24185,16489,9610,50284,99055,
6823,70882,57421,227758,356061,63283,56150,227758,347191,703251,
6953,361341,498014,1394748,2254103,123458,496079,1394748,2014285,4268387,
7407,10866,5305,13853,30024,20291,5591,13853,39735,69759,
2251,16493,14545,810,31848,14914,13279,810,29003,60850,
6858,3873,36477,16464,56814,3872,37364,16464,57700,114513,
5575,181610,258908,375181,815699,170054,258418,375181,803653,1619351,
5639,7127,7845,13253,28225,3868,10926,13253,28047,56271,
5395,101337,107505,230028,438871,82534,107332,230028,419894,858764,
5372,35037,6199,17609,58844,29702,6200,17609,53510,112354,
5576,109984,87673,272019,469676,112618,87817,272019,472454,942130,
7408,9618,3174,10251,23043,13126,3389,10251,26765,49808,
5264,7945,5222,9516,22683,9184,5224,9516,23924,46607,
6824,93020,93069,151199,337288,82740,92418,151199,326357,663645,
5959,39011,67367,25871,132249,39073,68114,25871,133058,265307,
3158,8562,11664,13304,33530,9558,13021,13304,35883,69413,
5505,35052,71639,20869,127560,38697,71886,20869,131452,259012,8331
5316,819,675,1244,2738,995,697,1244,2936,5673,
2384,174165,242803,41334,458302,245300,244323,41334,530957,989259,106243
2390,100865,88511,42484,231860,51461,86921,42484,180866,412726,34633
4600,56539,75022,29913,161474,60027,74630,29913,164570,326044,
8530,32321,52814,17714,102849,31359,52983,17714,102056,204905,
1121,6865,2065,2225,11155,8671,2091,2225,12987,24142,
7079,17623,17993,32934,68550,23329,18272,32934,74535,143084,
5241,7150,7088,10543,24781,7992,7419,10543,25954,50735,
5598,4538777,10024728,18337304,32900809,5551828,9928138,18337304,33817270,66718078,2561920
5158,114239,59350,33401,206990,27531,28519,33401,89451,296441,614826
2133,94838,101043,1601,197482,101156,124723,1601,227480,424962,
1455,66645,120965,73785,261395,72227,121295,73785,267307,528701,
1402,388281,872707,684553,1945541,366669,880342,684553,1931564,3877104,401137
1403,6427,7403,19220,33050,8555,7707,19220,35482,68532,
1456,4,17,205,226,15,21,205,241,467,
7057,8420,12782,7186,28388,12514,12788,7186,32488,60875,
6095,7777,6516,29985,44278,10390,6613,29985,46988,91266,
3796,4537,3930,3077,11544,4444,3933,3077,11454,22998,
8589,22535,24592,1407,48534,23006,23533,1407,47946,96480,
1357,1562,1119,3174,5855,1434,1094,3174,5702,11556,
6859,503,3640,2749,6892,2135,4433,2749,9317,16208,
8509,7057,7498,4934,19489,8248,9765,4934,22947,42435,
6073,13550,9391,24341,47282,16603,9660,24341,50604,97885,
5128,105516,98241,688438,892195,106206,99025,688438,893668,1785863,
1940,55199,127997,168016,351212,59821,128441,168016,356278,707489,241
4690,51759,79410,18924,150093,51791,82558,18924,153273,303365,
4434,11372,15260,902,27534,13253,15874,902,30029,57563,
6183,213026,281232,333015,827273,206237,281432,333015,820684,1647956,42850
6096,36880,50103,93091,180074,38185,50270,93091,181546,361619,
1347,14747,20369,5414,40530,15174,20404,5414,40992,81521,
1423,115000,148040,247844,510884,129029,147483,247844,524356,1035240,
1509,10243,23719,8498,42460,19840,23774,8498,52112,94572,
9673,41166,21639,14421,77226,42925,21632,14421,78978,156204,
1466,42476,70063,79012,191551,39754,70500,79012,189266,380816,
2681,601,310,0,911,587,313,0,900,1811,
2266,6447,4768,412,11627,4862,4671,412,9945,21572,
8875,9810,20666,16611,47087,24893,24924,16611,66428,113514,
5684,105646,130272,202193,438111,101564,130144,202193,433901,872012,
9250,14465,12833,7979,35277,17938,12837,7979,38754,74030,
5411,163102,104186,380710,647998,25496,102871,380710,509078,1157076,75761
3174,62948,144917,132110,339975,56259,151805,132110,340174,680148,
5086,60060,75016,213461,348537,43516,75106,213461,332083,680620,
3188,37179,59368,254151,350698,27303,59936,254151,341390,692088,
1421,56027,81579,131338,268945,97860,98013,131338,327210,596155,124973
1525,95748,73711,281810,451269,21801,61797,281810,365409,816677,185940
7466,30266,19661,86949,136876,31467,19693,86949,138109,274984,
9564,30597,25368,20148,76113,35442,25375,20148,80965,157077,
2201,55915,76230,756,132901,51068,69008,756,120832,253732,
5129,46847,71396,145526,263769,46305,74627,145526,266458,530226,
5438,88117,95460,312589,496166,70287,95740,312589,478615,974782,25926
3059,0,7,285,292,1,7,285,293,585,236
7329,3995,2884,406,7285,5038,2926,406,8370,15655,
5242,10466,15347,18056,43869,10884,14905,18056,43845,87714,
5293,16376,15506,12731,44614,10800,16387,12731,39919,84532,268
5054,41785,55248,224774,321807,29539,65978,224774,320291,642098,
5278,31909,69551,75000,176460,30247,71298,75000,176545,353004,
5712,38947,53210,24613,116770,42766,53486,24613,120865,237635,109105
7476,91415,94727,173036,359178,87916,94987,173036,355939,715116,
5151,53361,61124,199648,314134,30075,68402,199648,298126,612259,
5030,1298,1923,4523,7744,1264,1944,4523,7731,15474,
9231,4740,1897,1181,7818,6628,1900,1181,9709,17527,
7226,1333,1532,195,3060,1430,1617,195,3242,6301,1288
9998,101558,69716,63349,234623,101699,69718,63349,234766,469388,26537
5195,9298,23090,35561,67949,9999,22979,35561,68539,136487,
2619,11999,19822,7842,39663,10251,21482,7842,39575,79238,
3388,5276,2915,1838,10029,4828,2916,1838,9582,19610,
3391,88365,182908,63932,335205,89932,182962,63932,336826,672030,3263
7572,2752,2240,46,5038,2385,2240,46,4671,9709,
5577,212220,202648,356506,771374,221838,202517,356506,780861,1552235,265914
5965,76065,196651,17844,290560,68269,196626,17844,282739,573299,1752
2772,10249,16757,8452,35458,9424,16834,8452,34710,70168,
2736,9052,6759,1907,17718,9717,6932,1907,18556,36274,
1585,2661,5126,196,7983,2823,5281,196,8300,16283,
9753,32139,27326,21393,80858,38376,27326,21393,87095,167953,5590
5759,5265,7314,3643,16222,5980,7351,3643,16974,33195,
9665,6075,4936,995,12006,8321,4936,995,14252,26258,
2161,20502,20695,705,41902,19072,19036,705,38813,80714,
8184,5804,19364,47500,72668,6163,19369,47500,73032,145699,
5527,12801,15058,49385,77244,13302,16239,49385,78926,156170,
1348,9635,14418,7901,31954,11031,14522,7901,33454,65407,
3896,3340,5227,1224,9791,3192,5229,1224,9645,19436,
6956,30954,75647,82378,188979,35476,76071,82378,193925,382904,
6846,96,985,5836,6917,1617,1092,5836,8545,15462,
9777,49520,33450,22862,105832,57564,33475,22862,113901,219732,
2048,30961,34850,11928,77739,33130,34854,11928,79912,157650,
4111,6216,12063,262,18541,6275,12029,262,18566,37107,981
8130,404,17,26,447,316,18,26,360,806,
4539,2324,2599,31,4954,4407,2765,31,7203,12157,
5196,36424,98082,178273,312779,38273,100872,178273,317418,630197,
7187,2055,1154,2557,5766,2236,1232,2557,6025,11790,
7047,21388,21717,72804,115909,21108,21921,72804,115833,231742,
5611,71590,97131,195681,364402,55082,97231,195681,347994,712395,
6551,3860,6190,855,10905,3735,6192,855,10782,21686,
5396,26042,28911,79643,134596,22047,28991,79643,130681,265276,
5439,6417,7227,20974,34618,5603,7258,20974,33835,68452,
8680,3595,4106,0,7701,7326,4047,0,11373,19074,
6891,106593,229112,681363,1017068,106513,229556,681363,1017432,2034500,327791
7227,4532,3453,891,8876,4915,3455,891,9261,18137,
7695,834,44,986,1864,572,44,986,1602,3465,
2391,45734,32672,14972,93378,53002,32804,14972,100778,194156,
4528,36620,30685,2608,69913,33779,30512,2608,66899,136812,
2363,189392,341924,55368,586684,212002,360613,55368,627983,1214666,146056
2406,41763,145870,21428,209061,21508,126712,21428,169648,378709,149329
2098,13066,811,4618,18495,13526,817,4618,18961,37455,
3965,1875,2602,1653,6130,2254,2602,1653,6509,12639,
1457,208589,183345,414351,806285,147407,179144,414351,740902,1547187,1099372
9781,36953,28153,52877,117983,43861,28154,52877,124892,242875,
1905,3932,3559,1201,8692,3723,3711,1201,8635,17327,
4568,3730,1867,184,5781,5716,2094,184,7994,13775,
2774,120283,121839,41590,283712,116769,121532,41590,279891,563602,19219
1056,4907,1977,7466,14350,5840,2196,7466,15502,29852,
5578,1559554,1393883,2939481,5892918,1042824,1388983,2939481,5371288,11264205,425855
5612,12247,13880,9423,35550,9412,13967,9423,32802,68352,
5042,370,1896,469,2735,964,1942,469,3375,6109,
5924,287707,541999,557198,1386904,276591,552903,557198,1386692,2773595,64665
5528,23407,29571,57004,109982,24649,30006,57004,111659,221641,
6024,50219,52719,254279,357217,37650,52767,254279,344696,701913,
1978,24578,82043,3377,109998,22556,82039,3377,107972,217969,
3175,166912,348063,166695,681670,159762,345395,166695,671852,1353521,28102
5672,103000,235502,71822,410324,100283,235288,71822,407393,817717,30449
5697,50179,49149,67062,166390,50293,49756,67062,167111,333500,
5698,47545,29239,44619,121403,49905,29400,44619,123924,245327,
2269,7903,21670,2487,32060,8174,21927,2487,32588,64647,
9694,27134,18209,21244,66587,29676,18212,21244,69132,135718,
6844,83313,289394,689737,1062444,77414,298086,689737,1065237,2127680,117286
5640,16593,17374,46919,80886,19376,17830,46919,84125,165011,
1011,8169,30869,16,39054,13067,30907,16,43990,83043,
5341,26933,48018,129369,204320,24776,48523,129369,202668,406988,20254
6860,9466,43854,86318,139638,8566,45002,86318,139886,279524,4668
1539,5513,10469,7413,23395,5928,11262,7413,24603,47998,
5685,712238,982520,1178365,2873123,738209,970000,1178365,2886574,5759697,702953
5696,244154,318611,272308,835073,236494,321261,272308,830063,1665136,51897
5440,20165,25344,44129,89638,20654,25740,44129,90523,180161,
1218,289355,595767,72941,958063,303796,595255,72941,971992,1930055,148927
1364,10166,19255,52056,81477,11682,20336,52056,84074,165551,
6688,16516,30662,4910,52088,20069,30657,4910,55636,107723,
4536,2027,1866,852,4745,2622,2465,852,5939,10684,
6954,39146,40896,120223,200265,32012,40808,120223,193043,393308,
7228,12818,22245,2281,37344,12715,23149,2281,38145,75489,
7467,6672,2294,13459,22424,9726,2379,13459,25563,47987,
9639,6226,4701,1547,12474,6551,4700,1547,12798,25272,
6892,21906,44234,255289,321429,19772,48364,255289,323425,644854,
6732,1425,2528,811,4764,2019,2578,811,5408,10172,
8578,20119,8955,3758,32832,17480,8520,3758,29758,62590,
2835,3911,3919,2224,10054,2757,5016,2224,9997,20050,
5441,13984,16595,80001,110580,9551,17316,80001,106868,217447,
2773,12526,14896,14793,42215,10534,17595,14793,42922,85136,
5960,21937,32474,11362,65773,22976,32996,11362,67334,133106,
5925,14982,7665,14418,37065,15495,7672,14418,37585,74649,
5152,227406,304043,665421,1196869,170741,303387,665421,1139549,2336418,
5153,27563,22133,103662,153359,31499,22452,103662,157614,310972,
4540,1511,1352,199,3062,1989,1568,199,3756,6817,
4893,65053,81964,106992,254009,28048,72221,106992,207261,461270,111895
5579,90976,136281,425141,652397,70818,140413,425141,636372,1288769,
4891,234882,241626,87484,563992,256686,247249,87484,591419,1155411,70956
2040,22517,20039,8822,51378,23493,20047,8822,52362,103740,
6574,61742,72718,34398,168858,60018,72806,34398,167222,336080,10931
3390,18664,9350,7555,35569,19652,9363,7555,36570,72139,
5686,12909,6217,37453,56579,12425,6148,37453,56026,112605,
7326,5755,2424,1454,9633,6648,2429,1454,10531,20164,
5279,161962,454608,269023,885593,171148,451014,269023,891185,1776778,84365
6907,586,2484,3991,7061,1287,2572,3991,7850,14910,
5673,2797,2546,5091,10434,7506,2682,5091,15279,25712,
1350,1970,1888,196,4054,1910,1894,196,4000,8054,
8123,287,112,280,679,288,112,280,680,1358,
4486,372,1394,109,1875,1152,1482,109,2743,4617,
4487,110724,71257,9023,191004,108219,71378,9023,188620,379624,822
5031,13748,20242,22412,56402,14885,20545,22412,57842,114243,
7514,13007,23791,4739,41537,18442,23782,4739,46963,88500,
1138,41516,35199,2103,78818,42417,35238,2103,79758,158576,
7383,4469,6749,3315,14533,6086,6053,3315,15454,29986,
4532,5402,4988,2598,12988,5308,5200,2598,13106,26093,
5232,4195,4021,3218,11434,4721,4481,3218,12420,23854,
4537,33447,28594,700,62741,33034,28887,700,62621,125361,
7917,18662,12582,2607,33851,21410,12873,2607,36890,70741,
3380,26922,9775,17401,54098,26746,9838,17401,53985,108082,
3392,39214,34389,33302,106905,39986,34451,33302,107739,214644,
5827,1613,1450,796,3859,1729,1448,796,3973,7832,
5838,14269,52406,4448,71123,14720,53140,4448,72308,143431,
5856,15653,25719,2126,43498,16286,25775,2126,44187,87685,
5857,1380,1776,0,3156,1440,1777,0,3217,6373,
3818,3427,8537,1780,13744,2800,8540,1780,13120,26863,
9990,19020,12167,10741,41928,23477,12167,10741,46385,88312,
8263,624132,1455084,391368,2470584,612497,1451340,391368,2455205,4925788,769663
1351,1379,1063,5,2447,1426,1058,5,2489,4936,
4026,24580,52781,40056,117417,24196,53069,40056,117321,234737,
3871,11209,27295,7775,46279,12672,27288,7775,47735,94013,
